SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT
107599,Cash loans,M,Y,Y,Two children,202500.0,585000.0,29997.0,585000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.015221,1,0,1,4.0,2
107600,Cash loans,F,N,Y,One child,189000.0,244512.0,16047.0,216000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,1,3.0,2
107601,Cash loans,F,N,Y,Two children,135000.0,484789.5,26428.5,418500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.022625,1,0,0,4.0,2
107603,Cash loans,F,N,Y,No child,157500.0,1971072.0,59890.5,1800000.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.018801,1,0,1,1.0,2
107604,Cash loans,F,Y,Y,No child,202500.0,422451.0,16056.0,297000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,0,0,2.0,2
107605,Cash loans,F,N,N,No child,112500.0,360000.0,12928.5,360000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.008625,0,0,0,1.0,2
107606,Cash loans,M,Y,N,No child,135000.0,269550.0,21739.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,No or low rent,0.020246,1,0,0,1.0,3
107607,Cash loans,F,N,Y,One child,90000.0,247275.0,19953.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.020246,1,0,1,2.0,3
107608,Cash loans,M,N,Y,No child,180000.0,522000.0,22113.0,522000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.0116569999999999,1,1,1,2.0,1
107609,Cash loans,M,N,Y,No child,157500.0,1314117.0,38551.5,1147500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018634,1,0,0,2.0,2
107610,Cash loans,M,Y,Y,One child,202500.0,1270174.5,40972.5,994500.0,Family,Commercial associate,Incomplete higher,Married,Owner,0.005313,1,0,0,3.0,2
107611,Cash loans,F,Y,N,No child,112500.0,239850.0,22554.0,225000.0,Unaccompanied,Private worker,Higher education,Not Married,Owner,0.011703,1,0,0,1.0,2
107612,Revolving loans,M,N,Y,No child,90000.0,270000.0,13500.0,270000.0,Family,Commercial associate,Higher education,Married,No or low rent,0.002042,1,0,1,2.0,3
107613,Cash loans,M,Y,Y,Two children,315000.0,1202179.5,80662.5,1152000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,1,0,4.0,2
107614,Cash loans,F,Y,N,No child,94500.0,1350000.0,37125.0,1350000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.008575,1,1,0,2.0,2
107615,Cash loans,M,N,N,One child,67500.0,521280.0,27423.0,450000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.030755,1,1,0,3.0,2
107616,Cash loans,M,Y,Y,One child,315000.0,675000.0,53460.0,675000.0,Unaccompanied,Commercial associate,Higher education,Separated,No or low rent,0.008625,1,0,0,2.0,2
107617,Cash loans,F,Y,N,No child,315000.0,935640.0,93487.5,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.019101,1,0,0,2.0,2
107618,Cash loans,M,Y,N,No child,225000.0,1256400.0,33273.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.032561,1,0,0,2.0,1
107619,Cash loans,F,Y,Y,> Three children,157500.0,781920.0,40054.5,675000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.00712,1,0,0,5.0,2
107620,Cash loans,F,N,Y,No child,180000.0,1019844.0,56016.0,945000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.004849,0,0,1,2.0,2
107621,Cash loans,F,N,Y,No child,117000.0,835380.0,33259.5,675000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.035792,1,0,0,2.0,2
107622,Cash loans,F,N,Y,One child,90000.0,495000.0,21100.5,495000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.018209,1,1,1,3.0,3
107623,Cash loans,F,Y,Y,One child,135000.0,835380.0,40320.0,675000.0,Unaccompanied,Private worker,Incomplete higher,Married,Owner,0.018801,1,0,0,3.0,2
107624,Cash loans,M,Y,N,No child,135000.0,152820.0,16177.5,135000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.035792,1,0,0,2.0,2
107627,Cash loans,F,N,Y,No child,112500.0,127350.0,8419.5,112500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.008625,1,1,0,1.0,2
107628,Cash loans,F,N,N,No child,112500.0,1080000.0,42831.0,1080000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.04622,1,0,0,2.0,1
107629,Cash loans,F,N,N,No child,211500.0,497520.0,31923.0,450000.0,Unaccompanied,Pensioner/Student/Unemployed,Higher education,Separated,Owner,0.010276,0,0,0,1.0,2
107630,Cash loans,M,Y,N,One child,180000.0,810000.0,34317.0,810000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.028663,1,1,1,3.0,2
107631,Cash loans,F,N,Y,No child,180000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.001333,1,0,0,2.0,3
107632,Cash loans,F,N,Y,No child,112500.0,675000.0,26901.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.026392,1,0,0,2.0,2
107633,Cash loans,F,N,N,No child,112500.0,385749.0,23440.5,333000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.008625,1,0,0,2.0,2
107634,Cash loans,F,Y,N,No child,225000.0,448056.0,21015.0,315000.0,Family,Private worker,Higher education,Married,Owner,0.022625,1,1,0,2.0,2
107637,Revolving loans,M,Y,Y,No child,270000.0,225000.0,11250.0,225000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.002506,1,0,0,2.0,2
107638,Cash loans,M,Y,Y,No child,157500.0,1092190.5,46404.0,927000.0,Family,Private worker,Lower Secondary & Secondary,Married,Tenant,0.025164,1,0,0,2.0,2
107639,Cash loans,F,N,Y,Two children,180000.0,1056447.0,31018.5,922500.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.018029,0,0,0,3.0,3
107640,Cash loans,F,N,Y,No child,81000.0,646920.0,19044.0,540000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.028663,0,0,1,1.0,2
107641,Cash loans,M,N,Y,One child,180000.0,364896.0,19926.0,315000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Separated,Owner,0.020713,1,0,0,2.0,3
107642,Cash loans,F,N,Y,No child,90000.0,168147.0,13203.0,153000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.028663,0,0,0,1.0,2
107643,Cash loans,F,N,Y,No child,675000.0,1437723.0,76729.5,1372500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.072508,1,0,1,1.0,1
107644,Revolving loans,F,N,N,No child,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Private worker,Incomplete higher,Not Married,No or low rent,0.018801,1,0,0,1.0,2
107646,Cash loans,F,N,N,No child,162000.0,701730.0,66627.0,675000.0,Unaccompanied,Public worker,Higher education,Married,Owner,0.04622,1,0,0,2.0,1
107647,Cash loans,F,N,Y,No child,90000.0,755190.0,38686.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.031329,1,0,0,2.0,2
107648,Cash loans,M,N,Y,One child,112500.0,314100.0,16033.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,0,0,3.0,2
107649,Cash loans,F,N,N,No child,72000.0,497520.0,33376.5,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
107650,Cash loans,F,Y,Y,No child,202500.0,1288350.0,37800.0,1125000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.02461,1,0,0,2.0,2
107651,Cash loans,F,N,Y,One child,202500.0,986418.0,50494.5,810000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.020713,1,0,1,3.0,3
107653,Cash loans,F,N,Y,No child,157500.0,791595.0,42304.5,733500.0,Family,Public worker,Higher education,Married,Owner,0.04622,1,1,0,2.0,1
107654,Revolving loans,F,Y,Y,No child,31500.0,135000.0,6750.0,135000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.015221,1,1,1,2.0,2
107656,Cash loans,M,N,Y,No child,121500.0,945000.0,38619.0,945000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.026392,1,0,0,2.0,2
107657,Cash loans,F,N,Y,No child,202500.0,247500.0,25488.0,247500.0,Family,Pensioner/Student/Unemployed,Higher education,Married,Owner,0.015221,0,0,0,2.0,2
107658,Cash loans,F,N,Y,No child,135000.0,675000.0,28728.0,675000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.030755,0,0,0,2.0,2
107659,Cash loans,F,N,N,No child,180000.0,450000.0,14373.0,450000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.026392,1,0,0,2.0,2
107660,Cash loans,F,N,Y,No child,157500.0,239850.0,25578.0,225000.0,Unaccompanied,Commercial associate,Higher education,Married,No or low rent,0.04622,1,0,0,2.0,1
107661,Cash loans,M,Y,N,No child,202500.0,900000.0,46084.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.028663,1,0,0,2.0,2
107662,Cash loans,F,N,Y,No child,81000.0,302206.5,16524.0,229500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,No or low rent,0.008625,1,1,1,2.0,2
107663,Cash loans,F,N,N,No child,216000.0,1078200.0,31522.5,900000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.035792,0,0,1,2.0,2
107664,Cash loans,F,N,Y,No child,112500.0,579195.0,24669.0,468000.0,Family,Public worker,Lower Secondary & Secondary,Married,Owner,0.022625,1,0,0,2.0,2
107665,Cash loans,F,Y,Y,Two children,135000.0,1061599.5,31171.5,927000.0,Family,Private worker,Higher education,Married,Owner,0.016612,1,0,0,4.0,2
107666,Cash loans,F,Y,Y,No child,112500.0,450000.0,21888.0,450000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.015221,1,0,1,2.0,2
107667,Cash loans,M,Y,Y,No child,72000.0,265851.0,11839.5,229500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Widow,Owner,0.018634,1,0,0,1.0,2
107669,Cash loans,M,Y,Y,No child,90000.0,74628.0,7965.0,67500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.028663,1,1,0,2.0,2
107671,Cash loans,F,N,Y,No child,157500.0,1288350.0,37800.0,1125000.0,Family,Commercial associate,Higher education,Married,Owner,0.010032,1,0,1,2.0,2
107672,Cash loans,F,N,N,No child,112500.0,112068.0,12019.5,99000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,No or low rent,0.014464,1,0,0,2.0,2
107673,Cash loans,M,Y,N,No child,180000.0,225000.0,17905.5,225000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Separated,Owner,0.019101,1,0,0,1.0,2
107674,Cash loans,M,N,Y,No child,270000.0,942300.0,30528.0,675000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.035792,0,0,1,2.0,2
107675,Cash loans,F,N,Y,No child,229500.0,675000.0,21906.0,675000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.026392,1,0,0,1.0,2
107676,Cash loans,F,N,N,No child,112500.0,808650.0,26217.0,675000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.00496,0,0,0,1.0,2
107678,Cash loans,M,Y,N,No child,126000.0,45000.0,5206.5,45000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.0196889999999999,1,1,1,1.0,2
107679,Cash loans,F,N,N,One child,135000.0,927252.0,26703.0,774000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.04622,1,0,0,2.0,1
107681,Cash loans,F,N,Y,One child,67500.0,208512.0,24876.0,180000.0,Family,Commercial associate,Higher education,Married,Owner,0.022625,1,0,0,3.0,2
107682,Cash loans,F,N,Y,No child,81000.0,1125000.0,37179.0,1125000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,1,1,2.0,2
107685,Cash loans,M,Y,Y,No child,157500.0,229500.0,10107.0,229500.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.002042,1,1,0,1.0,3
107686,Cash loans,F,N,N,No child,90000.0,808650.0,26086.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00496,1,0,1,2.0,2
107687,Cash loans,F,Y,N,One child,463500.0,1061599.5,31171.5,927000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,No or low rent,0.04622,1,0,0,3.0,1
107688,Cash loans,F,Y,Y,No child,81000.0,135000.0,8991.0,135000.0,Unaccompanied,Private worker,Higher education,Not Married,No or low rent,0.020246,1,1,0,1.0,3
107689,Cash loans,M,Y,Y,> Three children,157500.0,571486.5,29308.5,454500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.007114,1,0,0,5.0,2
107690,Cash loans,M,Y,N,No child,270000.0,781920.0,50148.0,675000.0,Family,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.010032,1,0,0,2.0,2
107693,Cash loans,F,N,Y,No child,193500.0,1575000.0,41679.0,1575000.0,Unaccompanied,Private worker,Higher education,Separated,Owner,0.026392,1,0,1,1.0,2
107694,Cash loans,M,N,N,No child,117000.0,497520.0,33246.0,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0096569999999999,1,1,0,2.0,2
107695,Cash loans,M,N,Y,One child,90000.0,760225.5,32337.0,679500.0,Unaccompanied,Commercial associate,Higher education,Married,No or low rent,0.0105,1,1,0,3.0,3
107696,Cash loans,M,Y,Y,No child,202500.0,479700.0,50503.5,450000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.020713,1,1,0,2.0,3
107697,Revolving loans,M,N,Y,No child,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.030755,1,0,0,2.0,2
107698,Cash loans,F,Y,Y,No child,135000.0,1003500.0,29470.5,1003500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.030755,1,1,0,2.0,2
107699,Cash loans,F,Y,Y,One child,391500.0,1096020.0,56092.5,900000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.035792,1,0,1,3.0,2
107700,Cash loans,F,N,N,No child,112500.0,675000.0,24246.0,675000.0,Unaccompanied,Public worker,Higher education,Married,Owner,0.0096569999999999,1,1,1,2.0,2
107701,Cash loans,M,Y,Y,No child,202500.0,675000.0,34596.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,No or low rent,0.026392,1,0,0,2.0,2
107702,Cash loans,F,N,N,No child,77400.0,284400.0,9211.5,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.018634,0,0,0,2.0,2
107704,Cash loans,M,N,Y,No child,112500.0,485640.0,36441.0,450000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Not Married,Owner,0.0066709999999999,0,0,0,1.0,2
107705,Cash loans,M,N,N,No child,135000.0,755190.0,31995.0,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,2.0,2
107706,Cash loans,F,N,Y,Two children,103500.0,760131.0,24651.0,634500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Tenant,0.031329,1,0,0,4.0,2
107707,Cash loans,F,N,Y,No child,135000.0,207000.0,13833.0,207000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.030755,1,0,0,2.0,2
107708,Cash loans,M,N,Y,One child,112500.0,286704.0,23116.5,247500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.031329,1,0,0,3.0,2
107711,Cash loans,M,N,Y,Two children,180000.0,970380.0,28503.0,810000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.006207,1,0,0,4.0,2
107712,Cash loans,F,N,Y,No child,112500.0,781920.0,25969.5,675000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,No or low rent,0.007114,0,0,1,2.0,2
107713,Revolving loans,M,N,Y,No child,180000.0,270000.0,13500.0,270000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.072508,0,0,1,2.0,1
107714,Cash loans,M,Y,Y,No child,121500.0,284400.0,18513.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018801,1,1,1,2.0,2
107715,Cash loans,M,Y,N,No child,135000.0,1223010.0,45324.0,1125000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.01885,1,1,0,1.0,2
107716,Cash loans,F,N,N,No child,157500.0,170640.0,9922.5,135000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.035792,1,0,0,2.0,2
107717,Cash loans,F,N,N,One child,157500.0,216144.0,14571.0,171000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.018634,1,0,0,3.0,2
107718,Cash loans,M,N,Y,No child,112500.0,545040.0,36553.5,450000.0,Family,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.00702,1,0,0,2.0,2
107719,Cash loans,M,N,N,No child,202500.0,781920.0,31522.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.00496,1,0,1,2.0,2
107720,Cash loans,M,Y,N,No child,207000.0,521280.0,47808.0,450000.0,Family,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.00963,1,0,1,1.0,2
107722,Cash loans,F,Y,N,No child,90000.0,254700.0,25321.5,225000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.020246,1,0,0,2.0,3
107723,Cash loans,F,Y,Y,One child,180000.0,1293502.5,35698.5,1129500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.035792,1,0,0,3.0,2
107724,Cash loans,M,N,Y,No child,112500.0,436032.0,31729.5,360000.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.009175,1,0,0,1.0,2
107726,Revolving loans,F,N,Y,No child,90000.0,382500.0,19125.0,382500.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.015221,0,0,0,2.0,2
107728,Cash loans,F,N,Y,One child,90000.0,675000.0,19867.5,675000.0,Unaccompanied,Commercial associate,Higher education,Not Married,Owner,0.0145199999999999,1,0,0,2.0,2
107729,Revolving loans,M,N,N,No child,180000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.035792,1,0,0,1.0,2
107730,Cash loans,M,N,Y,No child,45000.0,254700.0,17019.0,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.030755,1,1,1,2.0,2
107731,Cash loans,F,N,Y,No child,112500.0,313438.5,31131.0,283500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.010643,1,0,0,2.0,2
107732,Cash loans,F,N,N,No child,126000.0,187704.0,10903.5,148500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.020713,1,0,0,2.0,3
107733,Cash loans,F,N,Y,No child,49500.0,247275.0,17208.0,225000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.015221,0,0,0,2.0,2
107734,Cash loans,F,N,Y,No child,180000.0,152820.0,16344.0,135000.0,Family,Private worker,Higher education,Married,Owner,0.014464,1,0,0,2.0,2
107735,Cash loans,F,N,N,No child,261000.0,1467612.0,54517.5,1350000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.032561,1,0,0,2.0,1
107736,Cash loans,F,N,Y,One child,110052.0,582768.0,32670.0,540000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.014464,1,0,0,3.0,2
107737,Cash loans,M,Y,N,No child,81000.0,402939.0,27387.0,306000.0,Unaccompanied,Public worker,Higher education,Married,No or low rent,0.020713,1,0,0,2.0,3
107738,Cash loans,M,Y,Y,No child,450000.0,239850.0,23719.5,225000.0,Other,Private worker,Incomplete higher,Married,Owner,0.072508,1,0,0,2.0,1
107742,Cash loans,M,Y,Y,No child,225000.0,675000.0,41427.0,675000.0,Unaccompanied,Private worker,Incomplete higher,Married,Owner,0.015221,1,0,0,2.0,2
107743,Cash loans,F,N,Y,No child,90000.0,225000.0,8613.0,225000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.018209,0,0,0,2.0,3
107744,Cash loans,F,N,Y,No child,112500.0,675000.0,34596.0,675000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.026392,1,1,1,2.0,2
107745,Cash loans,F,N,Y,No child,180000.0,795294.0,75640.5,765000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.031329,1,0,0,2.0,2
107746,Cash loans,M,N,Y,No child,135000.0,1282500.0,46197.0,1282500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.072508,1,0,0,2.0,1
107748,Cash loans,M,N,N,No child,247500.0,675000.0,49117.5,675000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.02461,1,1,0,2.0,2
107749,Cash loans,F,N,Y,No child,81000.0,388512.0,25497.0,360000.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.00702,0,0,0,2.0,2
107750,Cash loans,F,Y,N,One child,216000.0,545040.0,26640.0,450000.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.014464,1,1,1,3.0,2
107751,Cash loans,F,N,N,One child,90000.0,454500.0,19237.5,454500.0,Family,Public worker,Lower Secondary & Secondary,Married,Owner,0.025164,1,0,0,3.0,2
107752,Cash loans,M,Y,N,No child,135000.0,472104.0,13113.0,373500.0,Family,Private worker,Higher education,Married,Owner,0.0228,1,1,0,2.0,2
107753,Cash loans,M,Y,Y,Two children,202500.0,1125000.0,44748.0,1125000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.026392,1,0,0,4.0,2
107754,Cash loans,F,Y,Y,No child,270000.0,753840.0,20857.5,540000.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.010276,1,0,0,2.0,2
107755,Cash loans,F,N,Y,No child,180000.0,808650.0,23773.5,675000.0,Unaccompanied,Public worker,Lower Secondary & Secondary,Married,Owner,0.020713,1,0,0,2.0,3
107756,Cash loans,M,N,N,One child,225000.0,1777500.0,55813.5,1777500.0,Family,Private worker,Higher education,Married,Owner,0.0038179999999999,1,0,0,3.0,2
107757,Cash loans,F,Y,N,One child,270000.0,1133748.0,36571.5,990000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.04622,1,1,0,3.0,1
107758,Revolving loans,F,N,Y,No child,54000.0,135000.0,6750.0,135000.0,Family,Private worker,Lower Secondary & Secondary,Married,Owner,0.028663,1,0,0,2.0,2
107759,Cash loans,M,N,Y,No child,202500.0,1800000.0,62698.5,1800000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.028663,1,0,0,2.0,2
107760,Cash loans,M,N,Y,No child,211500.0,500211.0,50616.0,463500.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.014464,1,1,0,2.0,2
107761,Cash loans,F,N,Y,No child,180000.0,922716.0,49288.5,855000.0,Family,Pensioner/Student/Unemployed,Higher education,Married,Owner,0.00496,0,0,1,2.0,2
107762,Cash loans,F,N,N,No child,283185.0,1293502.5,34119.0,1129500.0,Unaccompanied,Commercial associate,Higher education,Married,Owner,0.04622,1,1,0,2.0,1
107763,Cash loans,F,N,Y,No child,157500.0,452385.0,26100.0,373500.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.01885,1,0,0,2.0,2
107764,Revolving loans,F,N,Y,No child,112500.0,225000.0,11250.0,337500.0,Family,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Married,Owner,0.00496,0,0,1,2.0,2
107766,Cash loans,F,N,Y,Two children,112500.0,808650.0,23773.5,675000.0,Unaccompanied,Private worker,Incomplete higher,Married,Owner,0.01885,1,1,0,4.0,2
107767,Cash loans,F,N,Y,No child,135000.0,284400.0,16011.0,225000.0,Unaccompanied,Private worker,Higher education,Married,Owner,0.022625,1,0,0,2.0,2
107769,Cash loans,F,N,Y,No child,90000.0,1056447.0,31018.5,922500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,No or low rent,0.0060079999999999,1,0,0,2.0,2
107770,Cash loans,F,Y,Y,One child,90000.0,814041.0,23800.5,679500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Married,Owner,0.035792,1,1,0,3.0,2
107771,Cash loans,F,N,Y,No child,144000.0,457834.5,26280.0,378000.0,Unaccompanied,Pensioner/Student/Unemployed,Lower Secondary & Secondary,Widow,Owner,0.002506,0,0,0,1.0,2
107772,Cash loans,F,N,Y,No child,166500.0,1125000.0,33025.5,1125000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.018209,1,0,1,2.0,3
107773,Cash loans,M,Y,N,Two children,270000.0,1256400.0,44644.5,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,No or low rent,0.0116569999999999,1,0,0,4.0,1
107774,Cash loans,M,Y,N,One child,463500.0,1125000.0,32895.0,1125000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0116569999999999,1,1,1,3.0,1
107776,Cash loans,M,Y,Y,No child,225000.0,225000.0,26833.5,225000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.035792,1,1,0,1.0,2
107777,Cash loans,F,N,Y,No child,135000.0,634360.5,25285.5,567000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Not Married,Owner,0.022625,1,0,0,1.0,2
107778,Revolving loans,F,Y,Y,One child,112500.0,135000.0,6750.0,135000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0196889999999999,1,0,0,3.0,2
107779,Cash loans,M,N,Y,No child,216000.0,662733.0,32013.0,535500.0,Unaccompanied,Commercial associate,Lower Secondary & Secondary,Not Married,Owner,0.00963,1,0,0,1.0,2
107780,Cash loans,F,N,Y,One child,180000.0,1042560.0,40702.5,900000.0,Unaccompanied,Private worker,Lower Secondary & Secondary,Married,Owner,0.0038179999999999,1,0,0,3.0,2
